text,is_sarcastic
distracted priest pronounces couple 'man and plumbing problem',1
34-year-old man may as well keep pursuing dream at this point,1
trump demands investigation into whether clintons gave him non-registry wedding gift in 2005,1
"univision anchor booed at commencement after speaking spanish, mentioning trump",0
border patrol violence must stop,0
woman in waiting area feels twinge of betrayal while watching her hairdresser making small talk with another,1
trump boys beg father to nominate g.i. joe action figure cobra commander for va secretary,1
eu awards sakharov prize to yazidi women who escaped isis,0
serial killer clearly gunning for 'parking lot butcher' nickname,1
why employees should use collaboration tools at work,0
7 ways to build a community using data-driven narratives,0
cobweb-covered skeleton gripping senate desk expected to seek 15th term,1
"girl gone wild actually just regular girl, only more insecure and drunk",1
second-semester fling leads to first-trimester abortion,1
the predictable blowback from supporting sectarian authoritarianism in bahrain,0
2 guys do laundry for homeless to provide them dignity and clean socks,0
rehabilitated otter released back into food chain,1
texas lieutenant governor introduces anti-lgbtq bathroom bill,0
christian juggler regrets years wasted as secular juggler,1
terry gilliam barbecue plagued by production delays,1
philandering string theorist can explain everything,1
"25 hilarious, adorable and just plain strange quotes from kids",0
nation's voyeurs watch women's march on washington from bushes,1
"castro leaves hospital two years younger, four inches taller",1
"restaurant bans tips, will pay servers a livable wage",0
pabst drinker celebrates pabst purchase with pabst,1
sony hack reveals maureen dowd showed sony exec's husband column before publication,0
huffpost's instagram: what's new,0
trump touts success of singapore summit after securing $10 billion trade deal to sell nuclear warheads to north korea,1
"army vet accused of murder came to nyc to kill black men, cops say",0
latina business owner faces death threats for appearing onstage at donald trump rally,0
so-called 'giant' mouse actually baby kangaroo,1
god damns minnesota vikings as requested,1
pregnant woman glows with rage,1
how laramie's lgbt decision awakens us,0
time magazine's rape crisis article,0
"18,000 sports fans doing whatever dancing fluorescent chicken tells them",1
"on this week's best-dressed list, lupita nyong'o steals the show",0
donald trump says our schools are 'flush with cash.' they're falling apart!,0
trump keeps citing a paris agreement study that seriously misses the point,0
congress races against time to avoid yet another shutdown,0
nation's prospective college applicants go straight to princeton review's 'best college radio station' rankings,1
"his name is ahmed mohamed, not 'clock kid'",0
asian guy has separate group of just asian friends,1
ivanka trump's nordstrom sales reportedly dropped over 70 percent right before the election,0
"ryan zinke apologizes for misuse of government funds by sending ethics committee $160,000 vase",1
"elderly woman to teeter, quiver",1
author to use water as metaphor,1
one place you won't find the confidence gap,0
"private prison company backs super pacs for donald trump, senate republicans",0
"oh, no!!! watch mr. bill, gumby and pokey get buried in blizzard time lapse",0
banking reform measure prevents chick-fil-a from calling itself a bank,1
suspect spills beans about planned burglary in mistaken 911 call,0
conscious business trumps the president's paris decision,0
video breaks down how 'whiteness' as a construct shaped the election,0
an open letter to my 3 extraordinary brown girls,0
is turkey drifting between isis & putin?,0
philip morris scientists discover 'pussy lung' virus,1
slow-thinking bystander weighing pros and cons of pulling man out of river,1
forget 'looking' -- one of our favorite queer web series is back,0
teachers union claims the 'trump effect' is warping kids' minds,0
man accused of molesting 5 kids,0
the prospects for mediation between saudi arabia and iran,0
how good do you want to be?,0
ted cruz hits the panic button: 'we could lose both houses of congress',0
nate silver projects super tuesday results using microscopic electorate grown in petri dish,1
new evidence suggests ancient egyptians only ever visited pyramids when friends were in from out of town,1
microsoft's solitaire is turning 25!,0
the very best part of an internet-free family vacation,0
"rowdy, raunchy, jet-setting barbados can be more affordable than you might think",0
trump vows extensive search to find new dhs director with ideal personality disorders,1
conspiracy theorist starting to think racism may be institutionalized in america,1
nation delighted as many famous people in same room together,1
32-year-old still not entirely sure where body stands with lactose,1
here's the candidate who could help bernie sanders' dreams come true,0
artists are drawing the faces of marginalized people in an effort to spread love,0
"in many states, a long-awaited raise for low-paid workers",0
why i don't want to have it all,0
the secrets behind the alvin ailey american dance theater,0
thousands protest wisconsin's right-to-work bill at the state's capitol,0
jeff bezos' heart breaks a little reading albany's amazon headquarters pitch,1
wedding guest blissfully unaware she barely made the cut,1
baldwin's trump boasts on 'snl' he's running country like a waffle house,0
why so many whites think they are discriminated against,0
retiree purchases recliner he'll eventually die in,1
'it's a wonderful life' was almost too racy for theaters,0
these award-winning wedding photos stand out from the pack,0
"in final machiavellian masterstoke, area woman adds 'no gifts, please' to bottom of invitation",1
